Order City,Apparel,Book Shop,Discs Shop,Fan Shop,Fitness,Footwear,Golf,Health and Beauty ,Outdoors,Pet Shop,Technology
Rotterdam,18.0,0.0,3.0,41.0,0.0,10.0,19.0,0.0,5.0,0.0,0.0
Rottingdean,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Roubaix,7.0,0.0,0.0,8.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0
Rouen,15.0,0.0,0.0,31.0,2.0,6.0,11.0,0.0,4.0,0.0,0.0
Round Rock,4.0,0.0,0.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0
Rovigo,11.0,0.0,1.0,9.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0
Royal Oak,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Rubí,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ruda Slaska,3.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
Rueil-Malmaison,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rugby,13.0,0.0,2.0,19.0,1.0,7.0,14.0,0.0,3.0,0.0,0.0
Runcorn,8.0,0.0,3.0,9.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0
Rustenburg,4.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Rybinsk,13.0,0.0,0.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
Rybnik,2.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0
Río Bravo,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Saanich,6.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Sabadell,6.0,0.0,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Sabanalarga,3.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
Sabzevar,8.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
Sacramento,5.0,0.0,0.0,6.0,1.0,4.0,5.0,0.0,3.0,0.0,0.0
Safi,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Saga,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0
Sagamihara,1.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0
Saginaw,4.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Sagunto,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saharanpur,2.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Sahuayo de José María Morelos,6.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
Saida,5.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Saint Charles,5.0,0.0,0.0,10.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0
Saint Cloud,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saint Louis,3.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0
Saint Paul,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Saint Peters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Petersburg,9.0,0.0,0.0,14.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0
Saint-Avold,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Saint-Brieuc,7.0,0.0,0.0,8.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0
Saint-Chamond,18.0,0.0,0.0,14.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0
Saint-Cloud,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Saint-Cyr-sur-Loire,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saint-Denis,8.0,0.0,1.0,16.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0
Saint-Dizier,2.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
Saint-Genis-Laval,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,5.0
Saint-Germain-en-Laye,2.0,0.0,0.0,7.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
Saint-Gratien,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saint-Herblain,8.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
Saint-Jean-de-la-Ruelle,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Saint-Laurent,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saint-Laurent-du-Var,8.0,0.0,0.0,9.0,0.0,5.0,6.0,0.0,2.0,0.0,2.0
Saint-Louis,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Saint-Malo,13.0,0.0,0.0,26.0,1.0,11.0,6.0,0.0,4.0,0.0,0.0
Saint-Michel-sur-Orge,15.0,0.0,0.0,16.0,0.0,4.0,5.0,0.0,4.0,0.0,3.0
Saint-Nazaire,9.0,0.0,0.0,20.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0
Saint-Ouen,2.0,0.0,0.0,5.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0
Saint-Pierre-des-Corps,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Saint-Pol-sur-Mer,4.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0
Saint-Priest,10.0,0.0,0.0,12.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0
Saint-Quentin,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
Sakai,16.0,0.0,0.0,10.0,0.0,3.0,5.0,0.0,3.0,0.0,2.0
Sakaka,4.0,0.0,0.0,9.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0
Salamanca,21.0,0.0,0.0,22.0,0.0,9.0,21.0,0.0,5.0,0.0,0.0
Salavat,4.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
Sale,50.0,0.0,0.0,65.0,2.0,17.0,22.0,0.0,5.0,0.0,0.0
Salem,34.0,0.0,1.0,47.0,1.0,8.0,21.0,4.0,6.0,0.0,0.0
Salihli,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
Salina Cruz,3.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
Salinas,4.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Sallanches,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salon-de-Provence,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Salt Lake City,5.0,0.0,0.0,13.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0
Salta,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Saltillo,52.0,0.0,0.0,59.0,6.0,9.0,25.0,0.0,7.0,0.0,0.0
Salvador,54.0,0.0,0.0,82.0,4.0,25.0,41.0,0.0,11.0,0.0,0.0
Salzburgo,10.0,0.0,0.0,22.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0
Samalut,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samarinda,27.0,0.0,7.0,33.0,0.0,5.0,26.0,0.0,8.0,5.0,0.0
Samarra,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samobor,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Samsun,7.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
San Andrés Tuxtla,18.0,0.0,0.0,24.0,0.0,4.0,13.0,0.0,2.0,0.0,0.0
San Angelo,4.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
San Antonio,55.0,0.0,0.0,70.0,6.0,12.0,43.0,0.0,9.0,0.0,0.0
San Bernardino,3.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0
San Bernardo,4.0,0.0,0.0,11.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0
San Carlos del Zulia,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Clemente,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Cristóbal,2.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
San Cristóbal de Las Casas,19.0,0.0,0.0,16.0,2.0,3.0,12.0,0.0,6.0,0.0,0.0
San Diego,133.0,0.0,0.0,165.0,1.0,36.0,74.0,0.0,16.0,0.0,0.0
San Fernando,27.0,0.0,0.0,35.0,1.0,10.0,19.0,0.0,4.0,0.0,0.0
San Fernando del Valle de Catamarca,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
San Francisco,406.0,0.0,0.0,481.0,22.0,94.0,233.0,0.0,61.0,0.0,0.0
San Francisco de Macorís,43.0,0.0,0.0,66.0,2.0,9.0,32.0,0.0,9.0,0.0,0.0
San Francisco del Rincón,14.0,0.0,0.0,19.0,1.0,5.0,12.0,0.0,2.0,0.0,0.0
San Gabriel,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
San Galo,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
San Ignacio,4.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
San Jose,19.0,0.0,0.0,43.0,2.0,6.0,18.0,0.0,11.0,0.0,0.0
San Jose del Monte,3.0,0.0,0.0,16.0,2.0,3.0,5.0,0.0,2.0,1.0,0.0
San José de Guanipa,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
San José de las Lajas,23.0,0.0,0.0,55.0,1.0,13.0,20.0,0.0,7.0,0.0,0.0
San Juan,8.0,0.0,0.0,21.0,0.0,1.0,11.0,0.0,4.0,0.0,0.0
San Juan de la Maguana,34.0,0.0,0.0,30.0,1.0,8.0,21.0,0.0,3.0,0.0,0.0
San Juan del Río,8.0,0.0,0.0,5.0,0.0,3.0,7.0,0.0,2.0,0.0,0.0
San Justo,29.0,0.0,0.0,23.0,2.0,5.0,14.0,0.0,1.0,0.0,0.0
San Lorenzo,13.0,0.0,0.0,23.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0
San Luis,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
San Luis Obispo,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
San Luis Potosí,44.0,0.0,0.0,62.0,3.0,14.0,26.0,0.0,13.0,0.0,0.0
San Luis Río Colorado,10.0,0.0,0.0,9.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0
San Marcos,3.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
San Martín,37.0,0.0,0.0,50.0,1.0,11.0,20.0,0.0,2.0,0.0,0.0
San Mateo,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Miguelito,210.0,0.0,0.0,259.0,15.0,49.0,119.0,0.0,33.0,0.0,0.0
San Nicolás de los Arroyos,10.0,0.0,0.0,5.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0
San Pablo de las Salinas,13.0,0.0,0.0,27.0,4.0,5.0,8.0,0.0,2.0,0.0,0.0
San Pedro,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
San Pedro Sula,260.0,0.0,0.0,330.0,8.0,80.0,177.0,0.0,42.0,0.0,0.0
San Pedro de Macorís,71.0,0.0,0.0,90.0,1.0,20.0,36.0,0.0,8.0,0.0,0.0
San Rafael,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
San Salvador,316.0,0.0,0.0,425.0,7.0,89.0,236.0,0.0,62.0,0.0,0.0
San Salvador de Jujuy,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
San Sebastian,15.0,0.0,0.0,23.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0
San Severo,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanandaj,7.0,0.0,0.0,10.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0
Sanary-sur-Mer,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
Sancti Spíritus,22.0,0.0,0.0,43.0,0.0,3.0,15.0,0.0,4.0,0.0,0.0
Sandakan,11.0,0.0,0.0,12.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0
Sandnes,18.0,0.0,0.0,29.0,0.0,4.0,8.0,0.0,5.0,0.0,0.0
Sandy Springs,11.0,0.0,0.0,13.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0
Sanford,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sangli,12.0,0.0,0.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
Sanliurfa,6.0,0.0,0.0,4.0,2.0,1.0,6.0,0.0,2.0,0.0,0.0
Sanming,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
Sannois,6.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
Sant Boi de Llobregat,6.0,0.0,2.0,8.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0
Santa Ana,88.0,0.0,0.0,130.0,4.0,25.0,77.0,0.0,17.0,0.0,0.0
Santa Barbara,6.0,0.0,0.0,7.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0
Santa Catarina,24.0,0.0,0.0,46.0,1.0,9.0,21.0,0.0,8.0,0.0,0.0
Santa Clara,57.0,0.0,0.0,90.0,3.0,19.0,43.0,0.0,11.0,0.0,0.0
Santa Cruz de Barahona,18.0,0.0,0.0,24.0,1.0,8.0,11.0,0.0,3.0,0.0,0.0
Santa Cruz de la Sierra,15.0,0.0,0.0,17.0,1.0,7.0,11.0,0.0,4.0,0.0,0.0
Santa Cruz do Sul,5.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Santa Fe,11.0,0.0,0.0,13.0,0.0,4.0,8.0,0.0,3.0,0.0,0.0
Santa Helena,5.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Santa Maria,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Santa Marta,11.0,0.0,0.0,11.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0
Santa Rosa,8.0,0.0,0.0,15.0,1.0,7.0,9.0,0.0,4.0,0.0,0.0
Santana de Parnaíba,8.0,0.0,0.0,10.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0
Santander,23.0,0.0,0.0,18.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0
Santarém,3.0,0.0,0.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
Santiago de Chile,76.0,0.0,0.0,134.0,6.0,18.0,64.0,0.0,28.0,0.0,0.0
Santiago de Compostela,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
Santiago de Cuba,164.0,0.0,0.0,224.0,7.0,53.0,93.0,0.0,27.0,0.0,0.0
Santiago de los Caballeros,102.0,0.0,0.0,161.0,3.0,33.0,74.0,0.0,27.0,0.0,0.0
Santiago del Estero,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Santo André,8.0,0.0,0.0,18.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0
Santo Domingo,613.0,0.0,0.0,831.0,26.0,182.0,427.0,0.0,132.0,0.0,0.0
Santo Domingo de los Colorados,6.0,0.0,0.0,9.0,1.0,6.0,4.0,0.0,2.0,0.0,0.0
Santos,8.0,0.0,0.0,9.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0
Sanya,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sapele,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sapucaia do Sul,22.0,0.0,0.0,27.0,1.0,5.0,9.0,0.0,2.0,0.0,0.0
Saqqez,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarajevo,6.0,0.0,0.0,18.0,1.0,4.0,6.0,0.0,2.0,0.0,0.0
Sarcelles,8.0,0.0,0.0,9.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0
Sargodha,1.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0
Sari,3.0,0.0,0.0,10.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0
Sarkand,0.0,0.0,0.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Sarreguemines,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Sartrouville,4.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Saskatoon,7.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0
Sassari,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Satna,9.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
Satu Mare,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Saumur,2.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Saveh,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Savigny-le-Temple,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
Savona,5.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Sceaux,1.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0
Schiedam,9.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0
Schiffweiler,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Schiltigheim,4.0,0.0,0.0,11.0,0.0,2.0,6.0,0.0,2.0,0.0,2.0
Schwerin,8.0,0.0,0.0,18.0,0.0,2.0,11.0,0.0,1.0,0.0,1.0
Scottsdale,12.0,0.0,0.0,8.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0
Seattle,276.0,0.0,0.0,399.0,14.0,97.0,217.0,0.0,63.0,0.0,0.0
Segovia,7.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
Semarang,49.0,2.0,7.0,84.0,5.0,10.0,40.0,0.0,3.0,2.0,3.0
Semnán,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Senhor do Bonfim,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Senlis,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Seraing,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Seremban,16.0,0.0,10.0,21.0,1.0,3.0,10.0,0.0,4.0,0.0,0.0
Seropédica,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Serra,8.0,0.0,0.0,11.0,1.0,1.0,8.0,0.0,3.0,0.0,0.0
Sesto San Giovanni,16.0,0.0,0.0,19.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0
Settat,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sevastopol,2.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
Severodvinsk,3.0,0.0,0.0,10.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0
Seville,31.0,2.0,3.0,58.0,3.0,10.0,19.0,0.0,2.0,0.0,4.0
Sevran,7.0,0.0,0.0,9.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0
Seúl,70.0,0.0,22.0,95.0,3.0,17.0,35.0,6.0,12.0,4.0,5.0
Shagamu,7.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
Shah Alam,9.0,0.0,2.0,14.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
Shahjahanpur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shahreza,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shahriar,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Shanghái,85.0,0.0,14.0,100.0,6.0,17.0,44.0,11.0,16.0,0.0,1.0
Shangqiu,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Shangyu,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Shangzhi,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Shantou,25.0,0.0,3.0,32.0,7.0,6.0,14.0,0.0,9.0,0.0,0.0
Shanwei,6.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Shaoxing,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Shashi,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
Sheboygan,3.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Sheffield,69.0,0.0,2.0,75.0,1.0,17.0,37.0,0.0,11.0,0.0,6.0
Shelton,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Shenyang,27.0,0.0,1.0,24.0,3.0,11.0,16.0,0.0,7.0,5.0,0.0
Shenzhen,45.0,0.0,6.0,49.0,5.0,10.0,29.0,2.0,5.0,3.0,2.0
Shihezi,3.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0
Shijiazhuang,5.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
Shimoga,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shimonoseki,1.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
Shinyanga,5.0,0.0,0.0,11.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0
Shiraz,50.0,0.0,0.0,39.0,1.0,10.0,15.0,0.0,7.0,0.0,0.0
Shizuishan,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Shkoder,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shouguang,6.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0
Shrewsbury,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Shuangcheng,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shuangyashan,7.0,0.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0
Shulan,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Shumen,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shushtar,5.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
Sialkot,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Siauliai,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Sibiu,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sidi Bel Abbes,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
Sidi Qacem,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
Siedlce,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Siegen,8.0,0.0,0.0,15.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0
Siena,4.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Sierra Vista,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
Siirt,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Sikasso,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Silao,5.0,0.0,0.0,9.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0
Silivri,3.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0
Silopi,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Simões Filho,6.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Sincan,19.0,0.0,0.0,18.0,2.0,3.0,9.0,0.0,4.0,0.0,0.0
Sindelfingen,12.0,0.0,0.0,16.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0
Singapur,108.0,1.0,28.0,143.0,11.0,34.0,65.0,9.0,23.0,16.0,17.0
Sinop,6.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
Sioux Falls,7.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
Siping,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sittard,5.0,0.0,0.0,11.0,2.0,7.0,5.0,0.0,2.0,0.0,0.0
Sivas,15.0,0.0,0.0,19.0,2.0,3.0,11.0,0.0,3.0,0.0,0.0
Six-Fours-les-Plages,10.0,0.0,6.0,11.0,0.0,1.0,10.0,0.0,3.0,0.0,0.0
Skikda,5.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Skokie,5.0,0.0,0.0,11.0,1.0,3.0,5.0,0.0,2.0,0.0,0.0
Sliven,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slough,5.0,0.0,0.0,9.0,1.0,2.0,8.0,0.0,1.0,0.0,0.0
Slupsk,8.0,0.0,0.0,9.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0
Smyrna,14.0,0.0,0.0,19.0,0.0,7.0,11.0,0.0,5.0,0.0,0.0
Soacha,12.0,0.0,0.0,25.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0
Sobral,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0
Sofia,27.0,0.0,0.0,30.0,3.0,14.0,9.0,0.0,7.0,0.0,0.0
Sogamoso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Sohag,5.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
Soissons,1.0,0.0,3.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
